isan,title,genre_id,release_year,poster,trailer,summary
0000-0000-54C4-0000-M-0000-0000-8,Bottle Rocket,7,1996,0000-0000-54C4-0000-M-0000-0000-8.jpg,https://www.youtube.com/watch?v=JJPQ-NnjZR0,"A peine sorti de l'hôpital où il était traité pour dépression, Anthony rejoint son ami Dignan. Les deux hommes imaginent un plan de casse."
0000-0001-096B-0000-E-0000-0000-W,La Famille Tenenbaum,7,2001,0000-0001-096B-0000-E-0000-0000-W.jpg,https://www.youtube.com/watch?v=caMgokYWboU,"Chez les Tenenbaum, les enfants ont toujours été des génies. Tout jeunes, Chas était déjà un maître de la finance, Margot une dramaturge exceptionnelle et Richie un joueur de tennis hors pair. Mais un jour, Etheline, leur mère, demande le divorce. Elle ne supporte plus le caractère égoïste de Royal Tenenbaum, son mari. Cette crise familiale a une influence négative sur le développement personnel de leurs progénitures.Vingt ans plus tard, Royal écume les palaces, Etheline s'adonne à l'archéologie, Chas tente d'élever ses deux fils après la mort de son épouse, Richie est un champion déchu et Margot s'est marié avec un psy. Le père Tenenbaum annonce bientôt à ses enfants qu'il ne lui reste plus longtemps à vivre. Il souhaite se réconcilier avec eux et s'invite dans la maison familiale en prétextant une grave maladie."
0000-0000-2421-0000-9-0000-0000-A,Rushmore,7,1998,0000-0000-2421-0000-9-0000-0000-A.jpg,https://www.youtube.com/watch?v=6ZVdXXG3KN8,"Les mésaventures de Max Fischer, élève de la Rushmore Academy. Personnage hors normes, génie fougueux et brouillon, Max ne peut fournir qu'un minimum d'efforts à ses études et s'est résigné à devenir l'un des pires cancres de son établissement. En dépit de ses échecs scolaires et des admonestations répétées de son directeur, Rushmore n'en reste pas moins à ses yeux un paradis et un sanctuaire idéal pour exercer en toute liberté son inlassable créativité."
0000-0001-0692-0000-N-0000-0000-5,La Vie aquatique,7,2004,0000-0001-0692-0000-N-0000-0000-5.jpg,https://www.youtube.com/watch?v=UpU0DZXTGA0,"Steve Z., le chef de l'équipe océanographique ""Team Zissou"", sait que l'expédition qu'il conduit est sans doute la dernière, et son plus cher désir est de graver son nom dans l'Histoire. Parmi les membres de son équipe figurent Ned Plimpton, qui est peut-être - ou peut-être pas - son fils, Jane Winslett-Richardson, une journaliste enceinte dépêchée par le magazine Oceanographic Explorer, et Eleanor, sa femme, que l'on prétend être ""le cerveau de la Team Zissou"". Tandis qu'ils affrontent tous les dangers, depuis une mutinerie jusqu'à l'attaque de pirates en passant par un ""requin jaguar"" plus ou moins imaginaire, Zissou est bien forcé d'admettre que tout ne peut pas être planifié comme il l'aimerait."
0000-0001-AAC8-0000-I-0000-0000-K,A bord du Darjeeling Limited,7,2007,0000-0001-AAC8-0000-I-0000-0000-K.jpg,https://www.youtube.com/watch?v=B2R7O2IlndM,"Trois frères qui ne se sont pas parlé depuis la mort de leur père décident de faire ensemble un grand voyage en train à travers l'Inde afin de renouer les liens d'autrefois. Pourtant, la ""quête spirituelle"" de Francis, Peter et Jack va vite dérailler, et ils se retrouvent seuls, perdus au milieu du désert avec onze valises, une imprimante, une machine à plastifier et beaucoup de comptes à régler avec la vie... Dans ce pays magique dont ils ignorent tout, c'est alors un autre voyage qui commence, riche en imprévus, une odyssée qu'aucun d'eux ne pouvait imaginer, une véritable aventure d'amitié et de fraternité."
0000-0001-DB1F-0000-9-0000-0000-A,Fantastic Mr. Fox,24,2009,0000-0001-DB1F-0000-9-0000-0000-A.jpg,https://www.youtube.com/watch?v=n2igjYFojUo,"M. Fox, le plus rusé des voleurs de poules, sa femme, Mme Fox, Ash, son fils, le cousin Kristofferson et tous les autres animaux de la forêt défient trois odieux fermiers. Ils vont vivre la plus périlleuse et délirante des aventures."
0000-0003-38AA-0000-N-0000-0000-5 ,Moonrise Kingdom,7,2012,0000-0003-38AA-0000-N-0000-0000-5.jpg,https://www.youtube.com/watch?v=0t-LTyKcAq0,"Sur une île au large de la Nouvelle-Angleterre, au coeur de l’été 1965, Suzy et Sam, douze ans, tombent amoureux, concluent un pacte secret et s’enfuient ensemble. Alors que chacun se mobilise pour les retrouver, une violente tempête s’approche des côtes et va bouleverser davantage encore la vie de la communauté."
0000-0003-C1F5-0000-0-0000-0000-3,The Grand Budapest Hotel,7,2014,0000-0003-C1F5-0000-0-0000-0000-3.jpg,https://www.youtube.com/watch?v=JN5sqSEXxm4,"Le film retrace les aventures de Gustave H, l’homme aux clés d’or d’un célèbre hôtel européen de l’entre-deux-guerres et du garçon d’étage Zéro Moustafa, son allié le plus fidèle. La recherche d’un tableau volé, oeuvre inestimable datant de la Renaissance et un conflit autour d’un important héritage familial forment la trame de cette histoire au coeur de la vieille Europe en pleine mutation."
0000-0004-C059-0000-G-0000-0000-Q ,L’île aux chiens,24,2018,0000-0004-C059-0000-G-0000-0000-Q.jpg,https://www.youtube.com/watch?v=YiBMvLEYC4o,"Lorsqu’une épidémie de grippe canine envahit la ville japonaise de Megasaki et menace de contaminer les hommes, le maire ordonne la mise en quarantaine de tous les chiens. L’île poubelle devient : l’île aux Chiens. Un jeune garçon de 12 ans, Atari, se rend sur place à la recherche de son chien perdu, Spots. C’est alors qu’il fait la découverte, à l’aide d’une meute de cinq chiens, d’une conspiration qui menace la ville."
0000-0005-E228-0000-X-0000-0000-C ,The French Dispatch,7,2021,0000-0005-E228-0000-X-0000-0000-C.jpg,https://www.youtube.com/watch?v=JtqVQEdrySI,"Le journal américain The Evening Sun de Liberty dans le Kansas possède une antenne nommée The French Dispatch à Ennui-sur-Blasé, une ville française fictive évoquant Paris dans les années 1950-60. Arthur Howitzer Jr., le rédacteur en chef du French Dispatch, meurt subitement d'une crise cardiaque. Selon les souhaits exprimés dans son testament, la publication du journal est immédiatement suspendue après un dernier numéro d'adieu, dans lequel trois articles des éditions précédentes du journal sont republiés, ainsi qu'une nécrologie : Les trois articles traitent de Moses Rosenthaler, un détenu psychopathe qui se révèle être un grand artiste peintre, des évènements de Mai 68 et enfin d'une enquête gastronomique qui vire au polar."
0000-0006-E143-0000-E-0000-0000-W ,Asteroid City,7,2023,0000-0006-E143-0000-E-0000-0000-W.jpg,https://www.youtube.com/watch?v=JGQS3c7rrt8,"Une convention d'astronomie se déroule dans une ville désertique des années 1950. Plusieurs étudiants et leurs parents s'y rencontrent et leurs connaissances, leurs expériences et leurs vies se chevauchent de manière inattendue."
0000-0001-BFFF-0000-B-0000-0000-4,Le Kid,1,1921,0000-0001-BFFF-0000-B-0000-0000-4.jpg,https://www.youtube.com/watch?v=UBX2Yy2dqg4,"Un vagabond recueille un enfant abandonné par sa jeune mère qui, quelques années plus tard, est prise de remords et tente de retrouver son fils."
0000-0004-DCDE-0000-V-0000-0000-I ,L’Opinion publique,1,1924,0000-0004-DCDE-0000-V-0000-0000-I.jpg,,"Marie Saint-Clair et Jean Millet, devant le refus de leurs parents respectifs, decident de s'enfuir pour se marier. Ils doivent se retrouver a la gare. Mais Jean est retenu au dernier moment par son pere qui vient de subir une attaque cardiaque. Marie part seule. Un an plus tard, a Paris, ils se retrouvent par hasard. Marie est devenue la maitresse d'un homme d'affaires. Les deux jeunes gens s'aiment toujours et Marie decide de quitter son protecteur. C'est alors qu'elle surprend une conversation entre Jean et sa mere qui s'oppose categoriquement a cette union."
0000-0001-EB66-0000-Y-0000-0000-9,La Ruée vers l’or,5,1925,0000-0001-EB66-0000-Y-0000-0000-9.jpg,,Le célèbre assaut pour tout l'or de l'Oklahoma vu par l'un des maîtres du burlesque américain.
0000-0000-12C7-0000-M-0000-0000-8,Le Cirque,5,1928,0000-0000-12C7-0000-M-0000-0000-8.jpg,https://www.youtube.com/watch?v=V0mfJ0RXvV0,"Charlot, pris pour un pickpocket, se réfugie dans un cirque et déboule sur la piste en plein spectacle. Son arrivée fait rire le public et le directeur l'engage aussitôt comme clown. Charlot devient amoureux de l'écuyère mais son rival le fait renvoyer."
0000-0000-12D8-0000-5-0000-0000-M,Les Lumières de la ville,5,1931,0000-0000-12D8-0000-5-0000-0000-M.jpg,https://www.youtube.com/watch?v=7vl7F8S4cpQ,"Un vagabond s’éprend d’une belle et jeune vendeuse de fleurs aveugle qui vit avec sa mère, couverte de dettes. Suite à un quiproquo, la fleuriste s’imagine le misérable, qui vient de lui acheter une fleur, en milliardaire."
0000-0000-48E3-0000-3-0000-0000-S,Les Temps modernes,5,1936,0000-0000-48E3-0000-3-0000-0000-S.jpg,https://www.youtube.com/watch?v=gWsU67J-qUc,"Charlot est ouvrier dans une gigantesque usine. Il resserre quotidiennement des boulons. Mais les machines, le travail à la chaîne le rendent malade, il abandonne son poste, recueille une orpheline et vit d'expédients. Le vagabond et la jeune fille vont s'allier pour affronter ensemble les difficultés de la vie."
0000-0000-F69E-0000-L-0000-0000-B ,Le Dictateur,5,1940,0000-0000-F69E-0000-L-0000-0000-B.jpg,https://www.youtube.com/watch?v=i2YinwcgpaA,"Dans le ghetto juif vit un petit barbier qui ressemble énormément à Adenoid Hynkel, le dictateur de Tomania qui a décidé l'extermination du peuple juif. Au cours d'une rafle, le barbier est arrêté en compagnie de Schultz, un farouche adversaire d'Hynkel."
0000-0000-4DDC-0000-R-0000-0000-U,Monsieur Verdoux,8,1947,0000-0000-4DDC-0000-R-0000-0000-U.jpg,https://www.youtube.com/watch?v=eND72dzh7EU,"Marié et père d’un jeune garçon, Henri Verdoux, qui est employé de banque, se trouve soudain sans travail. Son expérience lui permet de se lancer dans des opérations boursières dont le financement lui est assuré par des femmes mûres qu’il épouse avant de les faire disparaître."
0000-0000-438A-0000-0-0000-0000-3 ,Les Feux de la rampe,1,1952,0000-0000-438A-0000-0-0000-0000-3.jpg,https://www.youtube.com/watch?v=I7KZbxd-_3k,Un comique du music-hall déchu se prend d'affection pour une jeune danseuse paralysée.
0000-0000-42C4-0000-Q-0000-0000-X,Un Roi à New York,1,1957,0000-0000-42C4-0000-Q-0000-0000-X.jpg,,"Chassé de son pays, l'Estrovie, le roi Shahdov a choisi, comme des millions d'exilés avant lui, de se réfugier aux Etats-Unis, la nouvelle Terre promise. Dès son arrivée, les autorités prennent ses empreintes digitales. Les déboires du roi déchu ne font que commencer. Il fait la connaissance d'Ann Kay, qui travaille à la télévision, et participe bientôt, contre son gré, à une vulgaire émission publicitaire. Plus tard, visitant une maison de redressement, il se lie d'amitié avec un malheureux gamin doué d'une conscience politique précoce. Cette rencontre, elle non plus, ne lui portera pas chance."
0000-0000-16D7-0000-B-0000-0000-4,La Comtesse de Hong Kong,7,1967,0000-0000-16D7-0000-B-0000-0000-4.jpg,,"Ogden Mears est un ambassadeur américain qui découvre, cachée dans sa cabine de bateau, une comtesse russe. Elle veut aller aux Etats-Unis. Mears va tomber amoureux, mais sa femme l'attend à Hawaï."
0000-0001-4E7D-0000-3-0000-0000-S,Fenêtre sur cour,8,1954,0000-0001-4E7D-0000-3-0000-0000-S.jpg,https://www.youtube.com/watch?v=GRtW95YmXmg,"A cause d'une jambe cassée, le reporter-photographe L. B. Jefferies est contraint de rester chez lui dans un fauteuil roulant. Homme d'action et amateur d'aventures, il s'aperçoit qu'il peut tirer parti de son immobilité forcée en étudiant le comportement des habitants de l'immeuble qu'il occupe dans Greenwich Village. Et ses observations l'amènent à la conviction que Lars Thorwald, son voisin d'en face, a assassiné sa femme. Sa fiancée, Lisa Fremont, ne le prend tout d'abord pas au sérieux, ironisant sur l'excitation que lui procure sa surveillance, mais finit par se prendre au jeu."
0000-0001-8E2A-0000-2-0000-0000-V,La Main au collet,8,1955,0000-0001-8E2A-0000-2-0000-0000-V.jpg,https://www.youtube.com/watch?v=6LNQXjKFKwU,"John Robie, cambrioleur assagi, goûte une retraite dorée sur la Côte d'Azur. Le paysage s'assombrit lorsqu'un voleur, utilisant ses méthodes,  le désigne tout naturellement comme le suspect numéro 1. La milliardaire Mme Stevens et sa fille Frances sont des appâts de choix que veut utiliser Le chat, mais la belle Frances n'est pas indifférente à l'ancien cambrioleur."
0000-0000-D454-0000-N-0000-0000-5,Sueurs froides,22,1958,0000-0000-D454-0000-N-0000-0000-5.jpg,https://www.youtube.com/watch?v=Z5jvQwwHQNY,"Scottie est sujet au vertige, ce qui lui porte préjudice dans son métier de policier. Rendu responsable de la mort d'un de ses collègues, il décide de quitter la police. Une ancienne relation le contacte afin qu'il suive sa femme, possédée selon lui par l'esprit de son aïeule. Scottie s'éprend de la jeune femme et se trouve ballotté par des événements qu'il ne peut contrôler."
0000-0000-4CC3-0000-Q-0000-0000-X,La Mort aux trousses,10,1959,0000-0000-4CC3-0000-Q-0000-0000-X.jpg,https://www.youtube.com/watch?v=P6ftFG7xC4M,"Le publiciste Roger Tornhill se retrouve par erreur dans la peau d'un espion. Pris entre une mystérieuse organisation qui cherche à le supprimer et la police qui le poursuit, Tornhill est dans une situation bien inconfortable. Il fuit à travers les Etats-Unis et part à la recherche d'une vérité qui se révèlera très surprenante."
0000-0000-5089-0000-B-0000-0000-4,Psychose,16,1960,0000-0000-5089-0000-B-0000-0000-4.jpg,https://www.youtube.com/watch?v=BwVKSGu8wEA,"Marion Crane en a assez de ne pouvoir mener sa vie comme elle l'entend. Son travail ne la passionne plus, son amant ne peut l'épouser car il doit verser une énorme pension alimentaire le laissant sans le sou... Mais un beau jour, son patron lui demande de déposer 40 000 dollars à la banque. La tentation est trop grande, et Marion s'enfuit avec l'argent."
0000-0000-EF85-0000-W-0000-0000-F ,Les Oiseaux,16,1963,0000-0000-EF85-0000-W-0000-0000-F.jpg,https://www.youtube.com/watch?v=lCxR7dlavwg,"Melanie, jeune femme quelque peu superficielle, rencontre chez un marchand d'oiseaux un brillant et séduisant avocat qui recherche des inséparables. Par jeu, Melanie achète les oiseaux et les apporte à Bodega Bay. Dès son arrivée, elle est blessée au front par une mouette."
0000-0000-186B-0000-1-0000-0000-Y ,"Le Bon, la brute et le truand",23,1966,0000-0000-186B-0000-1-0000-0000-Y.jpg,https://www.youtube.com/watch?v=IFNUGzCOQoI,"Pendant la guerre de Sécession, Tuco et Joe se lancent à la recherche d'un coffre contenant 200 000 dollars en pièces d'or volés à l'armée sudiste. Ayant des indices complémentaires sur la cache, chacun a besoin de l'autre. Mais un troisième homme entre dans la course : Sentenza, un tueur qui ne recule devant rien pour parvenir à ses fins."
0000-0001-4894-0000-1-0000-0000-Y ,Apocalypse Now,14,1979,0000-0001-4894-0000-1-0000-0000-Y.jpg,https://www.youtube.com/watch?v=FTjG-Aux_yQ,"Cloîtré dans une chambre d'hôtel de Saïgon, le jeune capitaine Willard, mal rasé et imbibé d'alcool, est sorti de sa prostration par une convocation de l'état-major américain. Le général Corman lui confie une mission qui doit rester secrète : éliminer le colonel Kurtz, un militaire aux méthodes quelque peu expéditives et qui sévit au-delà de la frontière cambodgienne."
0000-0001-4669-0000-Z-0000-0000-6 ,Le Parrain,13,1972,0000-0001-4669-0000-Z-0000-0000-6.jpg,https://www.youtube.com/watch?v=UaVTIH8mujA,"La Seconde Guerre mondiale vient de s'achever. A New York, le ""parrain"" Don Corleone, l'un des chefs respectés de la mafia, se sent vieillir. Il refuse de s'adapter à son temps et de se lancer, comme ses pairs, dans le trafic de drogue. Une frilosité qui entrave la bonne marche des affaires des autres ""familles"" et qui lui vaut d'être la cible d'un attentat. Don Corleone survit à ses blessures, mais reste très diminué. Mike, son plus jeune fils, qui jusque-là se tenait à l'écart des affaires de son père, devient le plus dévoué de ses héritiers."
0000-0000-14A9-0000-K-0000-0000-E,Blade Runner,20,1982,0000-0000-14A9-0000-K-0000-0000-E.jpg,https://www.youtube.com/watch?v=FfRPKYwsFNg,"2019, Los Angeles. La Terre est surpeuplée et l’humanité est partie coloniser l’espace. Les nouveaux colons sont assistés de Replicants, androïdes que rien ne peut distinguer de l'être humain. Conçus comme de nouveaux esclaves, certains parmi les plus évolués s’affranchissent de leurs chaînes et s’enfuient. Rick Deckard, un ancien Blade Runner, catégorie spéciale de policiers chargés de ""retirer"" ces replicants, accepte une nouvelle mission consistant à retrouver quatre de ces individus qui viennent de regagner la Terre après avoir volé une navette spatiale."
0000-0000-3947-0000-E-0000-0000-W,Le Mépris,1,1963,0000-0000-3947-0000-E-0000-0000-W.jpg,https://www.youtube.com/watch?v=kJe2nCXmCD0,"Le scénariste Paul Javal mène une vie heureuse avec sa femme Camille. Un jour, le célèbre producteur américain Jeremy Prokosch lui propose de travailler à une adaptation de l’Odyssée, réalisée par Fritz Lang à Cinecittà. Le couple se rend alors sur les lieux du tournage et rencontre l’équipe. Prokosch fait bientôt des avances à Camille sous les yeux de Paul. Cette tentative de séduction va sonner le glas de leur couple."
0000-0000-7D39-0000-W-0000-0000-F ,Eraserhead ,11,1977,0000-0000-7D39-0000-W-0000-0000-F.jpg,https://www.youtube.com/watch?v=7WAzFWu2tVw,"Un homme est abandonné par son amie qui lui laisse la charge d'un enfant prématuré, fruit de leur union. Il s'enfonce dans un univers fantasmatique pour fuir cette cruelle réalité."
0000-0000-3786-0000-9-0000-0000-A,Elephant Man,1,1980,0000-0000-3786-0000-9-0000-0000-A.jpg,https://www.youtube.com/watch?v=AF9gNKJi79g,"Londres, 1884. Le chirurgien Frederick Treves découvre un homme complètement défiguré et difforme, devenu une attraction de foire. John Merrick, ""le monstre"", doit son nom de Elephant Man au terrible accident que subit sa mère. Alors enceinte de quelques mois, elle est renversée par un éléphant."
0000-0000-1688-0000-Z-0000-0000-6,Blue Velvet,8,1986,0000-0000-1688-0000-Z-0000-0000-6.jpg,https://www.youtube.com/watch?v=yKdztrUft-c,"Epaulé par son amie Sandy, Jeffrey, un jeune homme, mène son enquête concernant une oreille humaine trouvée dans un terrain vague. Il croise sur son chemin Dorothy Vallens, une mystérieuse chanteuse de cabaret."
0000-0000-6BA2-0000-O-0000-0000-2,Sailor et Lula,18,1990,0000-0000-6BA2-0000-O-0000-0000-2.jpg,https://www.youtube.com/watch?v=dQIdBfrF0Ik,"Sailor et Lula, deux jeunes amoureux, fuient Marietta, la mère de la jeune fille qui s’oppose à leurs amours, ainsi que toute une série de personnages dangereux et mystérieux qui les menacent."
0000-0000-52D2-0000-T-0000-0000-O,Lost Highway,22,1997,0000-0000-52D2-0000-T-0000-0000-O.jpg,https://www.youtube.com/watch?v=1nKjO9QCSic,"Un bunker chic et silencieux assis sur les collines de Los Angeles. Un couple - Fred, saxophoniste dépressif et Renée - reçoit une cassette vidéo de la façade de leur maison. Puis une seconde, filmée depuis leur chambre, où on les voit dormir. Puis une dernière, qui suggère, dans un déferlement de sang, que Fred aurait assassiné Renée."
0000-0000-1EAC-0000-D-0000-0000-Z,Mulholland drive,22,2001,0000-0000-1EAC-0000-D-0000-0000-Z.jpg,https://www.youtube.com/watch?v=jbZJ487oJlY,"A Hollywood, durant la nuit, Rita, une jeune femme, devient amnésique suite à un accident de voiture sur la route de Mulholland Drive. Elle fait la rencontre de Betty Elms, une actrice en devenir qui vient juste de débarquer à Los Angeles. Aidée par celle-ci, Rita tente de retrouver la mémoire ainsi que son identité."
0000-0000-2E37-0000-R-0000-0000-U,L’Exorciste,16,1974,0000-0000-2E37-0000-R-0000-0000-U.jpg,https://www.youtube.com/watch?v=YDGw1MTEe9k,"Regan, une adolescente, présente depuis quelque temps d’étranges symptômes... Après avoir épuisé les solutions médicales, la mère de Regan consulte un prêtre-psychiatre qui est rapidement convaincu que Regan est possédée et que seul un exorcisme pourra la ""guérir""."
0000-0000-4F8F-0000-W-0000-0000-F,Les Sentiers de la gloire,14,1957,0000-0000-4F8F-0000-W-0000-0000-F.jpg,https://www.youtube.com/watch?v=nmDA60X-f_A,"En 1916, durant la Première Guerre mondiale, le général français Broulard ordonne au général Mireau de lancer une offensive suicidaire contre une position allemande imprenable, surnommée la ""Fourmilière"". Au moment de l'attaque, les soldats tombent par dizaines et leurs compagnons, épuisés, refusent d'avancer."
0000-0000-485D-0000-5-0000-0000-M,Lolita,1,1962,0000-0000-485D-0000-5-0000-0000-M.jpg,https://www.youtube.com/watch?v=ihZ-aIJj6-g,"L'écrivain Humbert Humbert vient d'obtenir une chaire de littérature française à l'université de Ramsdale. Il trouve une chambre chez une jeune veuve, Charlotte Haze, qui tombe rapidement amoureuse de lui. Mais les yeux d'Humbert ne voient que Lolita, l'aguichante et troublante fille de Charlotte."
0000-0000-328F-0000-X-0000-0000-C ,Dr Folamour,7,1964,0000-0000-328F-0000-X-0000-0000-C.jpg,https://www.youtube.com/watch?v=jPU1AYTxwg4,"Le général Jack Ripper, convaincu que les Russes ont décidé d'empoisonner l'eau potable des Etats-Unis, lance sur l'URSS une offensive de bombardiers B-52 en ayant pris soin d'isoler la base aérienne de Burpelson du reste du monde. Pendant ce temps, Muffley, le Président des Etats-Unis, convoque l'état-major militaire dans la salle d'opérations du Pentagone et tente de rétablir la situation."
0000-0000-17D9-0000-4-0000-0000-P ,2001 L’Odyssée de l’espace,20,1968,0000-0000-17D9-0000-4-0000-0000-P.jpg,https://www.youtube.com/watch?v=oR_e9y-bka0,"Aux temps préhistoriques, une petite tribu d’hommes-singes installée au milieu de rochers arides lutte difficilement pour la vie. Un matin, ils trouvent devant eux une mystérieuse dalle noire monolithique. L’un des singes touche la pierre et apprend alors à se servir d’un os de quadrupède pour tuer ses ennemis. Quatre millions d’années plus tard, en 2001, un savant de l’espace, le Dr Heywood Floyd, débarque sur la lune pour examiner une dalle noire semblable à celle des singes, qui était enterrée sous la surface de l’astre. Selon les premières observations, l’objet émettrait un signal mystérieux."
0000-0000-72EC-0000-B-0000-0000-4,Orange mécanique,20,1971,0000-0000-72EC-0000-B-0000-0000-4.jpg,https://www.youtube.com/watch?v=Tys3BFPmxIg,"Au XXIe siècle, où règnent la violence et le sexe, Alex, jeune chef de bande, exerce avec sadisme une terreur aveugle. Après son emprisonnement, des psychanalystes l'emploient comme cobaye dans des expériences destinées à juguler la criminalité."
0000-0000-7CEB-0000-V-0000-0000-I,Barry Lindon,15,1975,0000-0000-7CEB-0000-V-0000-0000-I.jpg,https://www.youtube.com/watch?v=0woOx2fz-Mc,"Chassé de son Irlande natale après une série d'exactions et d'inconvenances, Redmond Barry s'engage dans l'armée britannique et combat les Prussiens. Le métier des armes lui devient vite insupportable et il déserte. Capturé par l'ennemi, le jeune homme, ambitieux mais naïf, ne doit sa survie qu'à son empressement à servir ses nouveaux maîtres. La guerre finie, Redmond devient espion, puis joueur professionnel. Il fréquente la haute société, dont il apprend les usages et les bonnes manières. Ce talent lui permet de conquérir le coeur d'une jeune veuve, la comtesse de Lyndon, dont le fils, lord Bullingdon, lui voue bientôt la plus vive animosité."
0000-0000-71C3-0000-5-0000-0000-M,Shining,16,1980,0000-0000-71C3-0000-5-0000-0000-M.jpg,https://www.youtube.com/watch?v=S014oGZiSdI,"Jack Torrance, gardien d’un hôtel fermé l'hiver, sa femme et son fils Danny s’apprêtent à vivre de longs mois de solitude. Danny, qui possède un don de médium, le ""Shining"", est effrayé à l’idée d’habiter ce lieu, théâtre marqué par de terribles événements passés."
0000-0000-7443-0000-H-0000-0000-N ,Full Metal Jacket,14,1987,0000-0000-7443-0000-H-0000-0000-N.jpg,https://www.youtube.com/watch?v=n2i917l5RFc,"Pendant la guerre du Viêt Nam, la préparation et l’entraînement d’un groupe de jeunes marines, jusqu’au terrible baptême du feu et la sanglante offensive du Tetà Hue, en 1968."
0000-0000-2D23-0000-E-0000-0000-W,Eyes Wide Shut,1,1999,0000-0000-2D23-0000-E-0000-0000-W.jpg,https://www.youtube.com/watch?v=xgVo96JaqeM,"Conviés à une soirée donnée par leur ami Victor Ziegler, le docteur William ""Bill"" Harford et son épouse Alice font, chacun de son côté, l'objet de tentatives de séduction plutôt osées. L'un et l'autre résistent à la tentation. Cependant, le lendemain, Alice avoue à son mari qu'elle a naguère songé à le tromper et regrette aujourd'hui de ne pas être passée à l'acte."
0000-0000-7312-0000-0-0000-0000-3,Un Ange à ma table,4,1990,0000-0000-7312-0000-0-0000-0000-3.jpg,https://www.youtube.com/watch?v=AaqhNnRYTfc,"Janet Frame vit en Nouvelle-Zélande dans une famille pauvre et nombreuse. Son enfance est marquée par de tristes événements : sa soeur aînée se noie et son frère est frappé de crises d'épilepsie. Janet a du mal à communiquer avec ses camarades et se réfugie dans la lecture. Lorsqu'elle entre en faculté, elle tombe amoureuse de l'un de ses professeurs. Après une tentative de suicide, elle suit ses conseils et demande à être soignée dans un hôpital psychiatrique."
0000-0000-7CCE-0000-Q-0000-0000-X,La Leçon de piano,19,1993,0000-0000-7CCE-0000-Q-0000-0000-X.jpg,https://www.youtube.com/watch?v=61ooIf1QDZo,"Au siècle dernier en Nouvelle-Zélande, Ada, mère d'une fillette de neuf ans, s’apprête à suivre son nouveau mari au fin fond du bush. Il accepte de transporter tous ses meubles à l'exception d'un piano qui échoue chez un voisin illettré. Ne pouvant supporter cette perte, Ada accepte le marché que lui propose ce dernier. Regagner son piano touche par touche en se soumettant à ses fantaisies."
0000-0000-5378-0000-9-0000-0000-A ,Portrait de femme,15,1996,0000-0000-5378-0000-9-0000-0000-A.jpg,https://www.youtube.com/watch?v=x9brMfU0OGU,"En 1872, Isabel Archer, une jeune Américaine, va rendre visite à ses cousins anglais, les Touchett. Elle les surprend par sa liberté de ton et, surtout, par son esprit indépendant. C'est ainsi qu'elle refuse successivement les propositions de mariage pourtant financièrement fort avantageuses de lord Warburton et de Caspar Goodwood, un richissime admirateur qui a traversé l'Atlantique pour déposer son amour et sa fortune à ses pieds. Isabel a d'autres centres d'intérêt."
0000-0002-0A7E-0000-X-0000-0000-C ,Bright star,4,2009,0000-0002-0A7E-0000-X-0000-0000-C.jpg,https://www.youtube.com/watch?v=-BgyYxOt-o8,"Londres, 1818. Un jeune poète anglais de 23 ans, John Keats, et sa voisine Fanny Brawne entament une liaison amoureuse secrète. Pourtant, les premiers contacts entre les deux jeunes gens sont assez froids.John trouve que Fanny est une jeune fille élégante mais trop effrontée, et elle-même n'est pas du tout impressionnée par la littérature."
0000-0006-4A07-0000-X-0000-0000-C,The Power Of Dog,23,2021,0000-0006-4A07-0000-X-0000-0000-C.jpg,https://www.youtube.com/watch?v=ELvKuuXdfCU,"Originaires du Montana, les frères Phil et George Burbank sont diamétralement opposés. Autant Phil est raffiné, brillant et cruel - autant George est flegmatique, méticuleux et bienveillant. A eux deux, ils sont à la tête du plus gros ranch de la vallée du Montana. Une région, loin de la modernité galopante du XXème siècle, où les hommes assument toujours leur virilité et où l'on vénère la figure de Bronco Henry, le plus grand cow-boy que Phil ait jamais rencontré. Lorsque George épouse en secret Rose, une jeune veuve, Phil, ivre de colère, se met en tête d'anéantir celle-ci."
0000-0000-D1D6-0000-G-0000-0000-Q ,Virgin Suicides,1,1999,0000-0000-D1D6-0000-G-0000-0000-Q.jpg,https://www.youtube.com/watch?v=YRPXQ3XcpKc,"Dans une ville américaine tranquille et puritaine des années soixante-dix, Cecilia Lisbon, 13 ans, tente de se suicider. Elle a 4 soeurs, de jolies adolescentes. Cet incident éclaire d'un jour nouveau le mode de vie de toute la famille. L'histoire, relatée par l’intermédiaire de la vision des garçons du voisinage, obsédés par ces soeurs mystérieuses, dépeint avec cynisme la vie adolescente."
